DBCODE,ENTITY,SITE,REP,LAYER,DATE,VWC
SP036,1,ER1,2,"0-30 cm",2017-04-28,0.293
SP036,1,ER1,2,"0-30 cm",2017-05-20,0.260
SP036,1,ER1,2,"0-30 cm",2017-06-17,0.270
SP036,1,ER1,2,"0-30 cm",2017-07-11,0.187
SP036,1,ER1,2,"0-30 cm",2017-08-03,0.176
SP036,1,ER1,2,"0-30 cm",2017-09-01,0.169
SP036,1,ER1,2,"0-30 cm",2017-09-23,0.260
SP036,1,ER1,2,"0-30 cm",2017-10-15,0.263
SP036,1,ER2,1,"0-30 cm",2016-08-16,0.213
SP036,1,ER2,1,"0-30 cm",2016-08-30,0.189
SP036,1,ER2,1,"0-30 cm",2016-09-24,0.232
SP036,1,ER2,1,"0-30 cm",2016-10-06,0.333
SP036,1,ER2,1,"0-30 cm",2016-10-12,0.333
SP036,1,ER2,1,"0-30 cm",2016-10-22,0.354
SP036,1,ER2,1,"0-30 cm",2017-04-28,0.377
SP036,1,ER2,1,"0-30 cm",2017-05-20,0.349
SP036,1,ER2,1,"0-30 cm",2017-06-17,0.345
SP036,1,ER2,1,"0-30 cm",2017-07-11,0.235
SP036,1,ER2,1,"0-30 cm",2017-08-03,0.216
SP036,1,ER2,1,"0-30 cm",2017-09-01,0.206
SP036,1,ER2,1,"0-30 cm",2017-09-23,0.341
SP036,1,ER2,1,"0-30 cm",2017-10-15,0.354
SP036,1,ER2,1,"30-60 cm",2016-08-16,0.160
SP036,1,ER2,1,"30-60 cm",2016-08-30,0.165
SP036,1,ER2,1,"30-60 cm",2016-09-24,0.198
SP036,1,ER2,1,"30-60 cm",2016-10-06,0.225
SP036,1,ER2,1,"30-60 cm",2016-10-12,0.210
SP036,1,ER2,1,"30-60 cm",2016-10-22,0.241
SP036,1,ER2,1,"30-60 cm",2017-04-28,0.223
SP036,1,ER2,1,"30-60 cm",2017-05-20,0.225
SP036,1,ER2,1,"30-60 cm",2017-06-17,0.176
SP036,1,ER2,1,"30-60 cm",2017-07-11,0.168
SP036,1,ER2,1,"30-60 cm",2017-08-03,0.179
SP036,1,ER2,1,"30-60 cm",2017-09-01,0.175
SP036,1,ER2,1,"30-60 cm",2017-09-23,0.189
SP036,1,ER2,1,"30-60 cm",2017-10-15,0.218
SP036,1,ER2,2,"0-30 cm",2016-08-16,0.213
SP036,1,ER2,2,"0-30 cm",2016-08-30,0.201
SP036,1,ER2,2,"0-30 cm",2016-09-24,0.245
SP036,1,ER2,2,"0-30 cm",2016-10-06,0.304
SP036,1,ER2,2,"0-30 cm",2016-10-12,0.298
SP036,1,ER2,2,"0-30 cm",2016-10-22,0.305
SP036,1,ER2,2,"0-30 cm",2017-04-28,0.328
SP036,1,ER2,2,"0-30 cm",2017-05-20,0.305
SP036,1,ER2,2,"0-30 cm",2017-06-17,0.304
SP036,1,ER2,2,"0-30 cm",2017-07-11,0.233
SP036,1,ER2,2,"0-30 cm",2017-08-03,0.206
SP036,1,ER2,2,"0-30 cm",2017-09-01,0.194
SP036,1,ER2,2,"0-30 cm",2017-09-23,0.271
SP036,1,ER2,2,"0-30 cm",2017-10-15,0.300
SP036,1,ER2,2,"30-60 cm",2016-08-16,0.149
SP036,1,ER2,2,"30-60 cm",2016-08-30,0.124
SP036,1,ER2,2,"30-60 cm",2016-09-24,0.131
SP036,1,ER2,2,"30-60 cm",2016-10-06,0.196
SP036,1,ER2,2,"30-60 cm",2016-10-12,0.186
SP036,1,ER2,2,"30-60 cm",2016-10-22,0.236
SP036,1,ER2,2,"30-60 cm",2017-04-28,0.234
SP036,1,ER2,2,"30-60 cm",2017-05-20,0.215
SP036,1,ER2,2,"30-60 cm",2017-06-17,0.190
SP036,1,ER2,2,"30-60 cm",2017-07-11,0.175
SP036,1,ER2,2,"30-60 cm",2017-08-03,0.166
SP036,1,ER2,2,"30-60 cm",2017-09-01,0.154
SP036,1,ER2,2,"30-60 cm",2017-09-23,0.194
SP036,1,ER2,2,"30-60 cm",2017-10-15,0.201
SP036,1,ER3,1,"0-30 cm",2016-08-16,0.173
SP036,1,ER3,1,"0-30 cm",2016-08-30,0.145
SP036,1,ER3,1,"0-30 cm",2016-09-24,0.213
SP036,1,ER3,1,"0-30 cm",2016-10-06,0.277
SP036,1,ER3,1,"0-30 cm",2016-10-12,0.261
SP036,1,ER3,1,"0-30 cm",2016-10-22,0.293
SP036,1,ER3,1,"0-30 cm",2017-04-28,0.291
SP036,1,ER3,1,"0-30 cm",2017-05-20,0.262
SP036,1,ER3,1,"0-30 cm",2017-06-17,0.275
SP036,1,ER3,1,"0-30 cm",2017-07-11,0.194
SP036,1,ER3,1,"0-30 cm",2017-08-03,0.168
SP036,1,ER3,1,"0-30 cm",2017-09-01,0.164
SP036,1,ER3,1,"0-30 cm",2017-09-23,0.269
SP036,1,ER3,1,"0-30 cm",2017-10-15,0.275
SP036,1,ER3,1,"30-60 cm",2016-08-16,0.215
SP036,1,ER3,1,"30-60 cm",2016-08-30,0.222
SP036,1,ER3,1,"30-60 cm",2016-09-24,0.204
SP036,1,ER3,1,"30-60 cm",2016-10-06,0.304
SP036,1,ER3,1,"30-60 cm",2016-10-12,0.338
SP036,1,ER3,1,"30-60 cm",2016-10-22,0.346
SP036,1,ER3,1,"30-60 cm",2017-04-28,0.373
SP036,1,ER3,1,"30-60 cm",2017-05-20,0.356
SP036,1,ER3,1,"30-60 cm",2017-06-17,0.292
SP036,1,ER3,1,"30-60 cm",2017-07-11,0.243
SP036,1,ER3,1,"30-60 cm",2017-08-03,0.226
SP036,1,ER3,1,"30-60 cm",2017-09-01,0.218
SP036,1,ER3,1,"30-60 cm",2017-09-23,0.339
SP036,1,ER3,1,"30-60 cm",2017-10-15,0.345
SP036,1,ER3,2,"0-30 cm",2016-08-16,0.182
SP036,1,ER3,2,"0-30 cm",2016-08-30,0.153
SP036,1,ER3,2,"0-30 cm",2016-09-24,0.197
SP036,1,ER3,2,"0-30 cm",2016-10-06,0.249
SP036,1,ER3,2,"0-30 cm",2016-10-12,0.287
SP036,1,ER3,2,"0-30 cm",2016-10-22,0.303
SP036,1,ER3,2,"0-30 cm",2017-04-28,0.323
SP036,1,ER3,2,"0-30 cm",2017-05-20,0.296
SP036,1,ER3,2,"0-30 cm",2017-06-17,0.263
SP036,1,ER3,2,"0-30 cm",2017-07-11,0.194
SP036,1,ER3,2,"0-30 cm",2017-08-03,0.182
SP036,1,ER3,2,"0-30 cm",2017-09-01,0.177
SP036,1,ER3,2,"0-30 cm",2017-09-23,0.288
SP036,1,ER3,2,"0-30 cm",2017-10-15,0.293
SP036,1,ER3,2,"30-60 cm",2016-08-16,0.125
SP036,1,ER3,2,"30-60 cm",2016-08-30,0.113
SP036,1,ER3,2,"30-60 cm",2016-09-24,0.160
SP036,1,ER3,2,"30-60 cm",2016-10-06,0.150
SP036,1,ER3,2,"30-60 cm",2016-10-12,0.195
SP036,1,ER3,2,"30-60 cm",2016-10-22,0.213
SP036,1,ER3,2,"30-60 cm",2017-04-28,0.249
SP036,1,ER3,2,"30-60 cm",2017-05-20,0.243
SP036,1,ER3,2,"30-60 cm",2017-06-17,0.239
SP036,1,ER3,2,"30-60 cm",2017-07-11,0.163
SP036,1,ER3,2,"30-60 cm",2017-08-03,0.144
SP036,1,ER3,2,"30-60 cm",2017-09-01,0.135
SP036,1,ER3,2,"30-60 cm",2017-09-23,0.238
SP036,1,ER3,2,"30-60 cm",2017-10-15,0.237
SP036,1,FH0,1,"0-30 cm",2016-08-16,0.157
SP036,1,FH0,1,"0-30 cm",2016-08-30,0.108
SP036,1,FH0,1,"0-30 cm",2016-09-24,0.169
SP036,1,FH0,1,"0-30 cm",2016-10-06,0.212
SP036,1,FH0,1,"0-30 cm",2016-10-12,0.207
SP036,1,FH0,1,"0-30 cm",2017-04-28,0.262
SP036,1,FH0,1,"0-30 cm",2017-05-20,0.223
SP036,1,FH0,1,"0-30 cm",2017-06-17,0.197
SP036,1,FH0,1,"0-30 cm",2017-07-11,0.159
SP036,1,FH0,1,"0-30 cm",2017-08-03,0.156
SP036,1,FH0,1,"0-30 cm",2017-09-01,0.150
SP036,1,FH0,1,"0-30 cm",2017-09-23,0.200
SP036,1,FH0,1,"0-30 cm",2017-10-15,0.218
SP036,1,FH0,1,"30-60 cm",2016-08-16,0.175
SP036,1,FH0,1,"30-60 cm",2016-08-30,0.189
SP036,1,FH0,1,"30-60 cm",2016-09-24,0.188
SP036,1,FH0,1,"30-60 cm",2016-10-06,0.190
SP036,1,FH0,1,"30-60 cm",2016-10-12,0.213
SP036,1,FH0,1,"30-60 cm",2017-04-28,0.272
SP036,1,FH0,1,"30-60 cm",2017-05-20,0.262
SP036,1,FH0,1,"30-60 cm",2017-06-17,0.239
SP036,1,FH0,1,"30-60 cm",2017-07-11,0.196
SP036,1,FH0,1,"30-60 cm",2017-08-03,0.184
SP036,1,FH0,1,"30-60 cm",2017-09-01,0.176
SP036,1,FH0,1,"30-60 cm",2017-09-23,0.232
SP036,1,FH0,1,"30-60 cm",2017-10-15,0.252
SP036,1,FH0,2,"0-30 cm",2016-08-16,0.173
SP036,1,FH0,2,"0-30 cm",2016-08-30,0.142
SP036,1,FH0,2,"0-30 cm",2016-09-24,0.203
SP036,1,FH0,2,"0-30 cm",2016-10-06,0.256
SP036,1,FH0,2,"0-30 cm",2016-10-12,0.255
SP036,1,FH0,2,"0-30 cm",2016-10-22,0.277
SP036,1,FH0,2,"0-30 cm",2017-04-28,0.302
SP036,1,FH0,2,"0-30 cm",2017-05-20,0.270
SP036,1,FH0,2,"0-30 cm",2017-06-17,0.245
SP036,1,FH0,2,"0-30 cm",2017-07-11,0.183
SP036,1,FH0,2,"0-30 cm",2017-08-03,0.175
SP036,1,FH0,2,"0-30 cm",2017-09-01,0.168
SP036,1,FH0,2,"0-30 cm",2017-09-23,0.260
SP036,1,FH0,2,"0-30 cm",2017-10-15,0.271
SP036,1,FH0,2,"30-60 cm",2016-08-16,0.144
SP036,1,FH0,2,"30-60 cm",2016-08-30,0.147
SP036,1,FH0,2,"30-60 cm",2016-09-24,0.147
SP036,1,FH0,2,"30-60 cm",2016-10-06,0.209
SP036,1,FH0,2,"30-60 cm",2016-10-12,0.208
SP036,1,FH0,2,"30-60 cm",2016-10-22,0.220
SP036,1,FH0,2,"30-60 cm",2017-04-28,0.230
SP036,1,FH0,2,"30-60 cm",2017-05-20,0.221
SP036,1,FH0,2,"30-60 cm",2017-06-17,0.224
SP036,1,FH0,2,"30-60 cm",2017-07-11,0.175
SP036,1,FH0,2,"30-60 cm",2017-08-03,0.156
SP036,1,FH0,2,"30-60 cm",2017-09-01,0.152
SP036,1,FH0,2,"30-60 cm",2017-09-23,0.216
SP036,1,FH0,2,"30-60 cm",2017-10-15,0.227
SP036,1,FH1,1,"0-30 cm",2016-08-16,0.170
SP036,1,FH1,1,"0-30 cm",2016-08-30,0.145
SP036,1,FH1,1,"0-30 cm",2016-09-24,0.217
SP036,1,FH1,1,"0-30 cm",2016-10-06,0.274
SP036,1,FH1,1,"0-30 cm",2016-10-12,0.256
SP036,1,FH1,1,"0-30 cm",2016-10-22,0.272
SP036,1,FH1,1,"0-30 cm",2017-04-28,0.292
SP036,1,FH1,1,"0-30 cm",2017-05-20,0.257
SP036,1,FH1,1,"0-30 cm",2017-06-17,0.262
SP036,1,FH1,1,"0-30 cm",2017-07-11,0.182
SP036,1,FH1,1,"0-30 cm",2017-08-03,0.168
SP036,1,FH1,1,"0-30 cm",2017-09-01,0.166
SP036,1,FH1,1,"0-30 cm",2017-09-23,0.248
SP036,1,FH1,1,"0-30 cm",2017-10-15,0.266
SP036,1,FH1,1,"30-60 cm",2016-08-16,0.142
SP036,1,FH1,1,"30-60 cm",2016-08-30,0.139
SP036,1,FH1,1,"30-60 cm",2016-09-24,0.170
SP036,1,FH1,1,"30-60 cm",2016-10-06,0.210
SP036,1,FH1,1,"30-60 cm",2016-10-12,0.211
SP036,1,FH1,1,"30-60 cm",2016-10-22,0.236
SP036,1,FH1,1,"30-60 cm",2017-04-28,0.246
SP036,1,FH1,1,"30-60 cm",2017-05-20,0.243
SP036,1,FH1,1,"30-60 cm",2017-07-11,0.165
SP036,1,FH1,1,"30-60 cm",2017-08-03,0.158
SP036,1,FH1,1,"30-60 cm",2017-09-01,0.150
SP036,1,FH1,1,"30-60 cm",2017-09-23,0.213
SP036,1,FH1,1,"30-60 cm",2017-10-15,0.217
SP036,1,FH1,2,"0-30 cm",2016-08-16,0.159
SP036,1,FH1,2,"0-30 cm",2016-08-30,0.140
SP036,1,FH1,2,"0-30 cm",2016-09-24,0.180
SP036,1,FH1,2,"0-30 cm",2016-10-06,0.211
SP036,1,FH1,2,"0-30 cm",2016-10-12,0.201
SP036,1,FH1,2,"0-30 cm",2016-10-22,0.239
SP036,1,FH1,2,"0-30 cm",2017-04-28,0.273
SP036,1,FH1,2,"0-30 cm",2017-05-20,0.237
SP036,1,FH1,2,"0-30 cm",2017-06-17,0.231
SP036,1,FH1,2,"0-30 cm",2017-07-11,0.172
SP036,1,FH1,2,"0-30 cm",2017-08-03,0.162
SP036,1,FH1,2,"0-30 cm",2017-09-01,0.158
SP036,1,FH1,2,"0-30 cm",2017-09-23,0.206
SP036,1,FH1,2,"0-30 cm",2017-10-15,0.233
SP036,1,FH1,2,"30-60 cm",2016-08-16,0.123
SP036,1,FH1,2,"30-60 cm",2016-08-30,0.121
SP036,1,FH1,2,"30-60 cm",2016-09-24,0.157
SP036,1,FH1,2,"30-60 cm",2016-10-06,0.190
SP036,1,FH1,2,"30-60 cm",2016-10-12,0.207
SP036,1,FH1,2,"30-60 cm",2016-10-22,0.207
SP036,1,FH1,2,"30-60 cm",2017-04-28,0.206
SP036,1,FH1,2,"30-60 cm",2017-05-20,0.208
SP036,1,FH1,2,"30-60 cm",2017-06-17,0.170
SP036,1,FH1,2,"30-60 cm",2017-07-11,0.147
SP036,1,FH1,2,"30-60 cm",2017-08-03,0.123
SP036,1,FH1,2,"30-60 cm",2017-09-01,0.122
SP036,1,FH1,2,"30-60 cm",2017-09-23,0.222
SP036,1,FH1,2,"30-60 cm",2017-10-15,0.199
SP036,1,FZ1,1,"0-30 cm",2016-08-16,0.177
SP036,1,FZ1,1,"0-30 cm",2016-08-30,0.168
SP036,1,FZ1,1,"0-30 cm",2016-09-24,0.195
SP036,1,FZ1,1,"0-30 cm",2016-10-06,0.239
SP036,1,FZ1,1,"0-30 cm",2016-10-12,0.237
SP036,1,FZ1,1,"0-30 cm",2016-10-22,0.263
SP036,1,FZ1,1,"0-30 cm",2017-04-28,0.286
SP036,1,FZ1,1,"0-30 cm",2017-05-20,0.263
SP036,1,FZ1,1,"0-30 cm",2017-06-17,0.269
SP036,1,FZ1,1,"0-30 cm",2017-07-11,0.193
SP036,1,FZ1,1,"0-30 cm",2017-08-03,0.175
SP036,1,FZ1,1,"0-30 cm",2017-09-01,0.168
SP036,1,FZ1,1,"0-30 cm",2017-09-23,0.221
SP036,1,FZ1,1,"0-30 cm",2017-10-15,0.268
SP036,1,FZ1,1,"30-60 cm",2016-08-16,0.194
SP036,1,FZ1,1,"30-60 cm",2016-08-30,0.167
SP036,1,FZ1,1,"30-60 cm",2016-09-24,0.231
SP036,1,FZ1,1,"30-60 cm",2016-10-06,0.276
SP036,1,FZ1,1,"30-60 cm",2016-10-12,0.267
SP036,1,FZ1,1,"30-60 cm",2016-10-22,0.250
SP036,1,FZ1,1,"30-60 cm",2017-04-28,0.249
SP036,1,FZ1,1,"30-60 cm",2017-05-20,0.244
SP036,1,FZ1,1,"30-60 cm",2017-06-17,0.243
SP036,1,FZ1,1,"30-60 cm",2017-07-11,0.227
SP036,1,FZ1,1,"30-60 cm",2017-08-03,0.204
SP036,1,FZ1,1,"30-60 cm",2017-09-01,0.184
SP036,1,FZ1,1,"30-60 cm",2017-09-23,0.242
SP036,1,FZ1,1,"30-60 cm",2017-10-15,0.237
SP036,1,FZ1,2,"0-30 cm",2016-08-16,0.191
SP036,1,FZ1,2,"0-30 cm",2016-08-30,0.178
SP036,1,FZ1,2,"0-30 cm",2016-09-24,0.201
SP036,1,FZ1,2,"0-30 cm",2016-10-06,0.261
SP036,1,FZ1,2,"0-30 cm",2016-10-12,0.278
SP036,1,FZ1,2,"0-30 cm",2016-10-22,0.290
SP036,1,FZ1,2,"0-30 cm",2017-04-28,0.316
SP036,1,FZ1,2,"0-30 cm",2017-05-20,0.290
SP036,1,FZ1,2,"0-30 cm",2017-06-17,0.297
SP036,1,FZ1,2,"0-30 cm",2017-07-11,0.205
SP036,1,FZ1,2,"0-30 cm",2017-08-03,0.187
SP036,1,FZ1,2,"0-30 cm",2017-09-01,0.175
SP036,1,FZ1,2,"0-30 cm",2017-09-23,0.272
SP036,1,FZ1,2,"0-30 cm",2017-10-15,0.288
SP036,1,FZ1,2,"30-60 cm",2016-08-16,0.193
SP036,1,FZ1,2,"30-60 cm",2016-08-30,0.173
SP036,1,FZ1,2,"30-60 cm",2016-09-24,0.307
SP036,1,FZ1,2,"30-60 cm",2016-10-06,0.345
SP036,1,FZ1,2,"30-60 cm",2016-10-12,0.300
SP036,1,FZ1,2,"30-60 cm",2016-10-22,0.304
SP036,1,FZ1,2,"30-60 cm",2017-04-28,0.313
SP036,1,FZ1,2,"30-60 cm",2017-05-20,0.310
SP036,1,FZ1,2,"30-60 cm",2017-06-17,0.305
SP036,1,FZ1,2,"30-60 cm",2017-07-11,0.250
SP036,1,FZ1,2,"30-60 cm",2017-08-03,0.205
SP036,1,FZ1,2,"30-60 cm",2017-09-01,0.197
SP036,1,FZ1,2,"30-60 cm",2017-09-23,0.303
SP036,1,FZ1,2,"30-60 cm",2017-10-15,0.307
SP036,1,FZ2,1,"0-30 cm",2016-08-16,0.170
SP036,1,FZ2,1,"0-30 cm",2016-08-30,0.147
SP036,1,FZ2,1,"0-30 cm",2016-09-24,0.226
SP036,1,FZ2,1,"0-30 cm",2016-10-06,0.265
SP036,1,FZ2,1,"0-30 cm",2016-10-12,0.255
SP036,1,FZ2,1,"0-30 cm",2016-10-22,0.264
SP036,1,FZ2,1,"0-30 cm",2017-04-28,0.287
SP036,1,FZ2,1,"0-30 cm",2017-05-20,0.255
SP036,1,FZ2,1,"0-30 cm",2017-06-17,0.262
SP036,1,FZ2,1,"0-30 cm",2017-07-11,0.188
SP036,1,FZ2,1,"0-30 cm",2017-08-03,0.174
SP036,1,FZ2,1,"0-30 cm",2017-09-01,0.168
SP036,1,FZ2,1,"0-30 cm",2017-09-23,0.253
SP036,1,FZ2,1,"0-30 cm",2017-10-15,0.259
SP036,1,FZ2,1,"30-60 cm",2016-08-16,0.157
SP036,1,FZ2,1,"30-60 cm",2016-08-30,0.154
SP036,1,FZ2,1,"30-60 cm",2016-09-24,0.161
SP036,1,FZ2,1,"30-60 cm",2016-10-06,0.250
SP036,1,FZ2,1,"30-60 cm",2016-10-12,0.246
SP036,1,FZ2,1,"30-60 cm",2016-10-22,0.266
SP036,1,FZ2,1,"30-60 cm",2017-04-28,0.272
SP036,1,FZ2,1,"30-60 cm",2017-05-20,0.256
SP036,1,FZ2,1,"30-60 cm",2017-06-17,0.249
SP036,1,FZ2,1,"30-60 cm",2017-07-11,0.178
SP036,1,FZ2,1,"30-60 cm",2017-08-03,0.162
SP036,1,FZ2,1,"30-60 cm",2017-09-01,0.154
SP036,1,FZ2,1,"30-60 cm",2017-09-23,0.239
SP036,1,FZ2,1,"30-60 cm",2017-10-15,0.256
SP036,1,FZ2,2,"0-30 cm",2016-08-16,0.160
SP036,1,FZ2,2,"0-30 cm",2016-08-30,0.152
SP036,1,FZ2,2,"0-30 cm",2016-09-24,0.200
SP036,1,FZ2,2,"0-30 cm",2016-10-06,0.236
SP036,1,FZ2,2,"0-30 cm",2016-10-12,0.230
SP036,1,FZ2,2,"0-30 cm",2016-10-22,0.241
SP036,1,FZ2,2,"0-30 cm",2017-04-28,0.257
SP036,1,FZ2,2,"0-30 cm",2017-05-20,0.240
SP036,1,FZ2,2,"0-30 cm",2017-06-17,0.234
SP036,1,FZ2,2,"0-30 cm",2017-07-11,0.163
SP036,1,FZ2,2,"0-30 cm",2017-08-03,0.154
SP036,1,FZ2,2,"0-30 cm",2017-09-01,0.151
SP036,1,FZ2,2,"0-30 cm",2017-09-23,0.225
SP036,1,FZ2,2,"0-30 cm",2017-10-15,0.234
SP036,1,FZ2,2,"30-60 cm",2016-08-16,0.190
SP036,1,FZ2,2,"30-60 cm",2016-08-30,0.177
SP036,1,FZ2,2,"30-60 cm",2016-09-24,0.217
SP036,1,FZ2,2,"30-60 cm",2016-10-06,0.308
SP036,1,FZ2,2,"30-60 cm",2016-10-12,0.286
SP036,1,FZ2,2,"30-60 cm",2016-10-22,0.300
SP036,1,FZ2,2,"30-60 cm",2017-04-28,0.306
SP036,1,FZ2,2,"30-60 cm",2017-05-20,0.290
SP036,1,FZ2,2,"30-60 cm",2017-06-17,0.289
SP036,1,FZ2,2,"30-60 cm",2017-07-11,0.229
SP036,1,FZ2,2,"30-60 cm",2017-08-03,0.203
SP036,1,FZ2,2,"30-60 cm",2017-09-01,0.193
SP036,1,FZ2,2,"30-60 cm",2017-09-23,0.283
SP036,1,FZ2,2,"30-60 cm",2017-10-15,0.299
SP036,1,FZ3,1,"0-30 cm",2016-08-16,0.177
SP036,1,FZ3,1,"0-30 cm",2016-08-30,0.153
SP036,1,FZ3,1,"0-30 cm",2016-09-24,0.212
SP036,1,FZ3,1,"0-30 cm",2016-10-06,0.269
SP036,1,FZ3,1,"0-30 cm",2016-10-12,0.260
SP036,1,FZ3,1,"0-30 cm",2016-10-22,0.281
SP036,1,FZ3,1,"0-30 cm",2017-04-28,0.297
SP036,1,FZ3,1,"0-30 cm",2017-05-20,0.276
SP036,1,FZ3,1,"0-30 cm",2017-06-17,0.260
SP036,1,FZ3,1,"0-30 cm",2017-07-11,0.203
SP036,1,FZ3,1,"0-30 cm",2017-08-03,0.190
SP036,1,FZ3,1,"0-30 cm",2017-09-01,0.181
SP036,1,FZ3,1,"0-30 cm",2017-09-23,0.269
SP036,1,FZ3,1,"0-30 cm",2017-10-15,0.281
SP036,1,FZ3,1,"30-60 cm",2016-08-16,0.171
SP036,1,FZ3,1,"30-60 cm",2016-08-30,0.155
SP036,1,FZ3,1,"30-60 cm",2016-09-24,0.160
SP036,1,FZ3,1,"30-60 cm",2016-10-06,0.192
SP036,1,FZ3,1,"30-60 cm",2016-10-12,0.197
SP036,1,FZ3,1,"30-60 cm",2016-10-22,0.254
SP036,1,FZ3,1,"30-60 cm",2017-04-28,0.272
SP036,1,FZ3,1,"30-60 cm",2017-05-20,0.254
SP036,1,FZ3,1,"30-60 cm",2017-06-17,0.226
SP036,1,FZ3,1,"30-60 cm",2017-07-11,0.200
SP036,1,FZ3,1,"30-60 cm",2017-08-03,0.175
SP036,1,FZ3,1,"30-60 cm",2017-09-01,0.169
SP036,1,FZ3,1,"30-60 cm",2017-09-23,0.237
SP036,1,FZ3,1,"30-60 cm",2017-10-15,0.250
SP036,1,FZ3,2,"0-30 cm",2016-08-16,0.163
SP036,1,FZ3,2,"0-30 cm",2016-08-30,0.141
SP036,1,FZ3,2,"0-30 cm",2016-09-24,0.172
SP036,1,FZ3,2,"0-30 cm",2016-10-06,0.239
SP036,1,FZ3,2,"0-30 cm",2016-10-12,0.242
SP036,1,FZ3,2,"0-30 cm",2016-10-22,0.257
SP036,1,FZ3,2,"0-30 cm",2017-04-28,0.273
SP036,1,FZ3,2,"0-30 cm",2017-05-20,0.253
SP036,1,FZ3,2,"0-30 cm",2017-06-17,0.229
SP036,1,FZ3,2,"0-30 cm",2017-07-11,0.177
SP036,1,FZ3,2,"0-30 cm",2017-08-03,0.164
SP036,1,FZ3,2,"0-30 cm",2017-09-01,0.160
SP036,1,FZ3,2,"0-30 cm",2017-09-23,0.242
SP036,1,FZ3,2,"0-30 cm",2017-10-15,0.250
SP036,1,FZ3,2,"30-60 cm",2016-08-16,0.183
SP036,1,FZ3,2,"30-60 cm",2016-08-30,0.166
SP036,1,FZ3,2,"30-60 cm",2016-09-24,0.213
SP036,1,FZ3,2,"30-60 cm",2016-10-06,0.263
SP036,1,FZ3,2,"30-60 cm",2016-10-12,0.261
SP036,1,FZ3,2,"30-60 cm",2016-10-22,0.273
SP036,1,FZ3,2,"30-60 cm",2017-04-28,0.287
SP036,1,FZ3,2,"30-60 cm",2017-05-20,0.267
SP036,1,FZ3,2,"30-60 cm",2017-06-17,0.254
SP036,1,FZ3,2,"30-60 cm",2017-07-11,0.213
SP036,1,FZ3,2,"30-60 cm",2017-08-03,0.195
SP036,1,FZ3,2,"30-60 cm",2017-09-01,0.184
SP036,1,FZ3,2,"30-60 cm",2017-09-23,0.264
SP036,1,FZ3,2,"30-60 cm",2017-10-15,0.279
SP036,1,FZ4,1,"0-30 cm",2016-08-16,0.180
SP036,1,FZ4,1,"0-30 cm",2016-08-30,0.151
SP036,1,FZ4,1,"0-30 cm",2016-09-24,0.212
SP036,1,FZ4,1,"0-30 cm",2016-10-06,0.283
SP036,1,FZ4,1,"0-30 cm",2016-10-12,0.280
SP036,1,FZ4,1,"0-30 cm",2016-10-22,0.300
SP036,1,FZ4,1,"0-30 cm",2017-04-28,0.345
SP036,1,FZ4,1,"0-30 cm",2017-05-20,0.315
SP036,1,FZ4,1,"0-30 cm",2017-06-17,0.287
SP036,1,FZ4,1,"0-30 cm",2017-07-11,0.207
SP036,1,FZ4,1,"0-30 cm",2017-08-03,0.189
SP036,1,FZ4,1,"0-30 cm",2017-09-01,0.183
SP036,1,FZ4,1,"0-30 cm",2017-09-23,0.257
SP036,1,FZ4,1,"0-30 cm",2017-10-15,0.283
SP036,1,FZ4,1,"30-60 cm",2016-08-16,0.170
SP036,1,FZ4,1,"30-60 cm",2016-08-30,0.169
SP036,1,FZ4,1,"30-60 cm",2016-09-24,0.146
SP036,1,FZ4,1,"30-60 cm",2016-10-06,0.171
SP036,1,FZ4,1,"30-60 cm",2016-10-12,0.212
SP036,1,FZ4,1,"30-60 cm",2016-10-22,0.240
SP036,1,FZ4,1,"30-60 cm",2017-04-28,0.238
SP036,1,FZ4,1,"30-60 cm",2017-05-20,0.234
SP036,1,FZ4,1,"30-60 cm",2017-06-17,0.205
SP036,1,FZ4,1,"30-60 cm",2017-07-11,0.187
SP036,1,FZ4,1,"30-60 cm",2017-08-03,0.174
SP036,1,FZ4,1,"30-60 cm",2017-09-01,0.165
SP036,1,FZ4,1,"30-60 cm",2017-09-23,0.238
SP036,1,FZ4,1,"30-60 cm",2017-10-15,0.233
SP036,1,FZ4,2,"0-30 cm",2016-08-16,0.202
SP036,1,FZ4,2,"0-30 cm",2016-08-30,0.179
SP036,1,FZ4,2,"0-30 cm",2016-09-24,0.210
SP036,1,FZ4,2,"0-30 cm",2016-10-06,0.248
SP036,1,FZ4,2,"0-30 cm",2016-10-12,0.295
SP036,1,FZ4,2,"0-30 cm",2016-10-22,0.331
SP036,1,FZ4,2,"0-30 cm",2017-04-28,0.364
SP036,1,FZ4,2,"0-30 cm",2017-05-20,0.332
SP036,1,FZ4,2,"0-30 cm",2017-06-17,0.289
SP036,1,FZ4,2,"0-30 cm",2017-07-11,0.217
SP036,1,FZ4,2,"0-30 cm",2017-08-03,0.210
SP036,1,FZ4,2,"0-30 cm",2017-09-01,0.205
SP036,1,FZ4,2,"0-30 cm",2017-09-23,0.317
SP036,1,FZ4,2,"0-30 cm",2017-10-15,0.331
SP036,1,FZ4,2,"30-60 cm",2016-08-16,0.199
SP036,1,FZ4,2,"30-60 cm",2016-08-30,0.187
SP036,1,FZ4,2,"30-60 cm",2016-09-24,0.229
SP036,1,FZ4,2,"30-60 cm",2016-10-06,0.339
